ಮೀಂಬೊಲಸು ,ಮೀನಿನ ಮಾಂಸ
ಮೀಂಬೊಳಪು ,ಮೀನಿನ ಹೊಳಪು
ಮೀಯಿಸು ,ಸ್ನಾನಮಾಡಿಸು; ತೋಯಿಸು
ಮೀಱು ,ಉಲ್ಲಂಘನೆ; ದಾಟು; ಮಿಗಿಲಾಗು
ಮೀಲನ ,ಮುಚ್ಚುವುದು
ಮೀಸಲ್ಕಂಪು ,ಯಾರೂ ಮೂಸದ ಕಂಪು
ಮೀಸಲ್ವಾಯ್ ,(ಚುಂಬನಕ್ಕೆ) ಮುಡಿಪಾಗಿರುವ ಬಾಯಿ
ಮೀಸಲ್ವಾಯ್ದೆಱೆ ,(ಚುಂಬನಕ್ಕೆ) ಮುಡಿಪಾಗಿರುವ ತುಟಿ
ಮೀಸಲ್ವಾಸಿಗ ,ಮುಡಿಪಾದ ಹೂದಂಡೆ
page,57
ಮೀಸೆವೊಱು ,ಮೀಸೆಯನ್ನು ಬಿಟ್ಟಿರು
ಮೀಹ ,ಸ್ನಾನ
ಮುಕು(ಳಿ)ತಕರ ,ಮುಗಿದ ಹಸ್ತ
ಮುಕುಂದ ,ಕೃಷ್ಣ; ಮದ್ದಳೆ
ಮುಕುರ ,ಕನ್ನಡಿ
ಮುಕುಲ(ಳ) ,ಮೊಗ್ಗು; ಮುಗಿದ
ಮುಕುಲಿ(ಳಿ)ತ ,ಮೊಗ್ಗಾಗಿರುವ; ಮುಗಿದಿರುವ
ಮುಕುಲಿ(ಳಿ)ತಾಂಜಲಿ ,ಮುಕು(ಳಿ)ತಕರ
ಮುಕುಳಿತಾಕ್ಷ ,ಮುಚ್ಚಿದ ಕಣ್ಣುಗಳವನು
ಮುಕುಳಿಸು ,ಮೊಗ್ಗಾಗು; ಮುಚ್ಚಿಕೊ
ಮುಕುಳೀಕೃತ ,ಮುಚ್ಚಿಕೊಮಡ
ಮುಕ್ಕಡಿ ,ಮೂರು ಭಾಗ
ಮುಕ್ಕು ,ಗಬಗಬ ತಿನ್ನು; ನಾಶಮಾಡು
ಮುಕ್ಕುಡಿತೆ ,ಮೂರು ಕುಡಿತೆ
ಮುಕ್ಕುಪ್ಪೆ ,"ಮೂರು ಕುಪ್ಪೆ, ರಾಶಿ"
ಮುಕ್ಕುಱು ,ಮುತ್ತಿಗೆ ಹಾಕು
ಮುಕ್ಕುವೋಗು ,ಮುರಿದು ಹೋಗು; ಊನವಾಗು
ಮುಕ್ಕುಳಿಸು ,ಬಾಯಲ್ಲಿ ತುಂಬಿಕೊಂಡು ಉಗುಳು; ಗುಟುಕು ಕೊಡು
ಮುಕ್ಕುಳ್ ,ಬಾಯಲ್ಲಿ ತುಂಬಿಕೊಂಡ ದ್ರವ
ಮುಕ್ಕೊಡೆ ,(ಜೈನ) ಚಕ್ರವರ್ತಿ ಲಾಂಚನದ ಮೂರು ಕೊಡೆಗಳ ಸಾಲು
page,58
ಮುಕ್ತ ,"ಬಿಟ್ಟ, ಎಸೆದ"
ಮುಕ್ತಕ ,ಮುತ್ತು; ಮುತ್ತುಗ
ಮುಕ್ತಕೇಶಿ ,ಕೂದಲು ಬಿರಿ ಹುಯ್ದುಕೊಂಡ ವ್ಯಕ್ತಿ
ಮುಕ್ತಬಾಣ ,ಬಾಣ ಎಂದರೆ ಶಸ್ತ್ರವನ್ನು ತೊರೆದವನು
ಮುಕ್ತಾ(ವ)ಲಿ(ಳಿ) ,ಮುತ್ತಿ ಸರ
ಮುಕ್ತಾತ್ಮ ,ಮುತ್ತುಗಳಿಂದ ರಚಿಸಿರುವ; ಜೀವನ್ಮುಕ್ತನಾದ
ಮುಕ್ತಾಫಲ(ಳ) ,ಮುತ್ತು
ಮುಕ್ತಾಭರಣ ,ಆಭರಣ ಕಳಚಿದ; ಮುತ್ತಿನ ಒಡವೆ
ಮುಕ್ತಾಮಾಳಿಕೆ ,ಮುತ್ತಿನ ಸರ
ಮುಕ್ತಾವಳಿತಪ ,ಮುಕ್ತಾವಳಿ ಎಂಬ ವ್ರತ
ಮುಕ್ತಾಸಾರ ,ಶ್ರೆಷ್ಠ ಮುತ್ತು
ಮುಕ್ತಿ ,ಬಿಡುಗಡೆ; ಮೋಕ್ಷ
ಮುಕ್ತಿಪದ ,ಮೋಕ್ಷ
ಮುಕ್ತಿಸ್ಥಾನ ,ಮುಕ್ತಿಪದ
ಮುಕ್ತಿಹೇತು ,ಮೋಕ್ಷಕ್ಕೆ ಕಾರಣ
ಮುಕ್ತೋಷ್ಠ ,ತೆರೆದ ತುಟಿ
ಮುಖ ,ಬಾಯಿ; ಆರಂಭ
ಮುಖಪ್ರಕ್ಷಾಳನ ,ಮುಖ ತೊಳೆಯುವುದು
ಮುಖಪ್ರಸಾದನ ,ಮುಖದ ಅಲಂಕಾರ
ಮುಖಮಂಡನಕ್ರೀಡೆ ,ತಾಂಬೂಲ ಅಗಿಯುವುದು
page,59
ಮುಖಮುದ್ರೆ ,ಮುಖಭಾವ
ಮುಖರ ,ಸದ್ದುಮಾಡು; ಮಾತಾಡು; ಅಣಕಿಸು
ಮುಖರತ ,ಚುಂಬನ
ಮುಖರತೆ ,ನಿಂದೆ; ಗದ್ದಲ
ಮುಖರಾಗ ,ಮುಖಕಾಂತಿ
ಮುಖರಿತ ,ಸದ್ದಿನಿಂದ ಕೂಡಿದ
ಮುಖರೋಮ ,ಮೀಸೆ
ಮುಖವಿಕ್ಷೇಪಣ ,ಮುಖದ ಚಲನೆ
ಮುಖಶ್ರೀ ,ಮುಖದ ಚೆಲುವು
ಮುಖ್ಯತ್ವ ,"ಮುಖ್ಯತೆ, ಪ್ರಾಮುಖ್ಯ"
ಮುಂಗಾರ್ ,ಮಳೆಗಾಲದ ಆರಂಭ
ಮುಂಗಾಲ್ ,ಪ್ರಾಣಿಗಳ ಮುಂದಿನ ಕಾಲು
ಮುಗಿ ,ಮುಚ್ಚಿಕೊ; ಹೂವು ಸಂಕೋಚಗೊಳ್ಳು; ಮುಕ್ತಾಯವಾಗಿ
ಮುಗಿಯಿಸು ,ಹೂದಳಗಳು ಮುಚ್ಚಿಕೊಳ್ಳುವಂತೆ ಮಾಡು; ಕೈಜೋಡಿಸು
ಮುಗಿಲ ದನಿ ,ಗುಡುಗು
ಮುಗಿಲಂ ಮುಟ್ಟು ,ಎತ್ತರಕ್ಕೆ ಬೆಳೆ; ಏಲಿಗೆ ಹೊಂದು
ಮುಗಿಲಟ್ಟಳೆ ,ಆಗಸದಷ್ಟು ಎತ್ತರವಾದ ಅಟ್ಟಳೆ
ಮುಗಿಲುದ್ದ ,ಆಗಸದೆತ್ತರ; ತುಂಬ ಎತ್ತರ
ಮುಗಿಲೂಱು ,ಆಕಾಶದಲ್ಲಿ ಸೇರು
ಮುಗಿಲ್ ,ಮೋಡ; ಆಕಾಶ
page,60
ಮುಗಿಲ್ಗಡವು ,ಈಚಲ ಮರ
ಮುಗಿಲ್ದನಿ ,ಗುಡುಗು
ಮುಗಿಲ್ದುಱುಗು ,ಮೋಡ ಆವರಿಸು
ಮುಗಿಲ್ಮುಱಿ ,ಮೋಡದ ತುಂಡು
ಮುಗಿಲ್ವಟ್ಟೆ ,"ಮೋಡದ ದಾರಿ, ಆಕಾಶ"
ಮುಗಿಲ್ವನಿ ,ಮಳೆಹನಿ
ಮುಗಿಲ್ವೊ(ಲ್ಪೊ)ರೆ ,"ಮೋಡದ ತೆರೆ, ಪದರು"
ಮುಂಗುಡಿ ,ಮುಂದಿನ ಭಾಗ; ಮುಂಭಾಗದ ಚಿಗುರು; ಮುಂಭಾಗದಲ್ಲಿರುವ ಧ್ವಜ
ಮುಂಗುರಿ ,ಮುಂಗುಸಿ
ಮುಗುಳಲರ್ ,ಅರಳುತ್ತಿರುವ ಹೂ
ಮುಗುಳಿಸು ,ಮೊಗ್ಗಿ ಬಿಡು
ಮುಗುಳೇಱು ,ಮೊಗ್ಗು ಬಿಡು
ಮುಗುಳ್ ,ಮೊಗ್ಗು; ಮೂಡು; ಕಣ್ಣು ಮುಚ್ಚಿಕೊ
ಮುಗುಳ್ಗಣೆ ,ಮೊಗ್ಗಿನ ಬಾಣ
ಮುಗುಳ್ಗಾಯ್ ,ಕಸಗಟ್ಟೆ ಕಾಯಿ
ಮುಗುಳ್ಚು ,ಸಂಕುಚಿಸು
ಮುಗುಳ್ನಗೆ ,ನಸುನಗೆ
ಮುಗುಳ್ನನೆ ,ಅರಳುವ ಮೊಗ್ಗು
ಮುಗುಳ್ವದ ,ಮೊಗ್ಗಿನ ಹದ
ಮುಗುಳ್ಸರಿಗೆ ,ಮೊಗ್ಗಿನ ಹಾರ
page,61
ಮುಂಗೂಳೆಯ ,ಮುಂಭಾಗದ (ವಲಸೆ) ಗುಂಪು
ಮುಂಗೆಯ್ ,ಕೈಯ ಮುಂಭಾಗ; ಮಣಿಕಟ್ಟು
ಮುಂಗೊರಲ್ ,ಕೊರಳಿನ ಮುಂಭಾಗ
ಮುಂಗೋಳ್ ,ಸೈನ್ಯದ ಮುಂಭಾಗ
ಮುಗ್ಗು ,ಬಾಗು; ನಮಸ್ಕರಿಸು; ಮುಗ್ಗರಿಸು
ಮುಗ್ಧ ,ಮೋಹಕ
ಮುಗ್ಧಾಲಾ(ಳಾ)ಪ ,ಕಪಟರಹಿತ ಮಾತು
ಮುಗ್ಧೆ ,ಕಪಟರಹಿತೆ
ಮುಂಚು ,ಮುಂದುವರಿ; ಮುಂದಾಗಿ ಹೋಗು; ಮೇಲುಗೈಯಾಗು
ಮುಚುಕುಂದ ,ಒಬ್ಬ ಋಷಿಯ ಹೆಸರು; ಸದಾಪುಷ್ಪ
ಮುಚ್ಚು ,ಹೊದೆಸು; ಅಡಗಿಸು; ಕದ ಹಾಕು
ಮುಚ್ಚುಱು ,ಮೂರ್ಛೆ ಹೋಗು
ಮುಚ್ಚುಳಿಕ್ಕು ,ಮುಚ್ಚಳ ಹಾಕು
ಮುಚ್ಚೆ ,(ಮೂರ್ಛೆ) ಎಚ್ಚರ ತಪ್ಪುವುದು
ಮುಚ್ಚೆದಿಳಿ ,ಮೂರ್ಛೆಯಿಂದ ಎಚ್ಚರವಾಗು
ಮುಚ್ಚೆವೋಗು ,ಮೂರ್ಛೆಗೊಳ್ಳು
ಮುಂಜಕೇಶಿ ,ವಿಷ್ಣು
ಮುಂಜಮೇಖಲೆ ,ನೊದೆಹುಲ್ಲಿನ ಉಡಿದಾರ
ಮುಂಜಿ ,(ಮೌಂಜಿ) ನೊದೆಹುಲ್ಲಿನ ಉಡಿದಾರ; ಉಪನಯನ
ಮುಂಜಿಗಟ್ಟು ,ಹುಲ್ಲಿನ ಉಡಿದಾರ ಕಟ್ಟು; ಉಪನಯನ ಮಾಡು
page,62
ಮುಂಜಿಬಂಧನಕ್ರಿಯೆ ,ಉಪನಯನ
ಮುಂಜೂರ್ ,ಸೂರಿನ ಮುಂಭಾಗ
ಮುಜ್ಝಟ ,ಕುಸ್ತಿಯ ಒಂದು ವರಸೆ
ಮುಟ್ಟಿ ,(ಮುಷ್ಟಿ) ಹಿಡಿ
ಮುಟ್ಟಿಗೆ ,(ಮುಷ್ಟಿಕಾ) ಇಕ್ಕುಳ
ಮುಟ್ಟು ,ಸ್ಪರ್ಶಿಸು; ತಲುಪು; ಕಚ್ಚು; ಉಪಕರಣ; ಸಮಾನ
ಮುಟ್ಟುಗಿ(ಗೆ)ಡು ,ಅಸಹಾಯಕನನ್ನಾಗಿಸು; ದಿಗ್ಭ್ರಮೆಗೊಳಿಸು
ಮುಟ್ಟುಗಿಡಿಸು ,ಅಸಹಾಯಕನಾಗಿ ಮಾಡು
ಮುಟ್ಟುಪಡ ,ಸ್ವೀಕಾರಾರ್ಹವಲ್ಲದ್ದು
ಮುಟ್ಟೈಸು ,"ನಿಲ್ಲಿಸು, ನಿರ್ಬಂಧಿಸು"
ಮುಂಡಾ(ಡಿ)ಡು ,ಮುದ್ದಾಡು; ನೇವರಿಸು
ಮುಡಿ ,ತಲೆಯಲ್ಲಿಟ್ಟುಕೊ; ತಲೆಗೂದಲ ಗಂಟು; ಇಲ್ಲವಾಗು; ತಲೆ
ಮುಡಿ(ಡು)ಪು ,ವ್ರತದ ಮೂಲಕ ಮರಣಿಸು; ಮೀಸಲು
ಮುಡಿಗಟ್ಟು ,ತಲೆಯ ವಸ್ತ್ರ
ಮುಡಿಗವಿ ,ಕಿರೀಟವಿಡು
ಮುಂಡಿಗೆ ,ಮರದ ಗೂಟ; ಸವಾಲು
ಮುಡಿಗೆಯಿಕ್ಕು ,ಸವಾಲು ಒಡ್ಡು
ಮುಡಿಬಿಡು ,ತಲೆಗೂದಲನ್ನು ಕಟ್ಟದೆ ಬಿಡು
ಮುಡಿಯಿಕ್ಕು ,ತಲೆಗೂದಲನ್ನು ಅಲಂಕರಿಸು
ಮುಡಿವೂ ,ಮುಡಿದುಕೊಳ್ಳುವ ಹೂ
page,63
ಮುಡಿವೊಱೆ ,ಸಮೃದ್ಧವಾದ ತಲೆಗೂದಲು
ಮುಡು(ದು)ಕು ,ಆಲಂಗಿಸು
ಮುಡುಪು ,ಹೆಗಲು
ಮುಂಡುವೋಗು ,ಕತ್ತರಿಸಿ ಹೋಗು
ಮುಂತ(ದ)ಣ ,ಮುಂದುಗಡೆಯಿರುವ
ಮುಂತ(ದ)ಣ್ ,ಮುಂದೆ
ಮುಂತಱಿಪು ,ಪೂರ್ವಸೂಚನೆ ನೀಡು
ಮುಂತಾ(ದಾ)ಗು ,ಎದುರುಗಡೆ ಬಾ; ಮುಂದೆ ಸಂಭವಿಸು
ಮುಂತು(ದು) ,ಮುಂಭಾಗ
ಮುಂತು(ದು) ,ಮುಂಭಾಗದಲ್ಲಿ; ಮುಂಚೆ
ಮುಂತೆ(ದೆ) ,ಮುಂದುಗಡೆಯಲ್ಲಿ; ಮುಂಚಿತವಾಗಿ
ಮುತ್ತ ,ಮುದುಕ
ಮುತ್ತಂಚೆ ,ಮುದಿ ಹಂಸ
ಮುತ್ತಂದೆ ,ಅಜ್ಜನ ಅಥವಾ ಅಜ್ಜಿಯ ತಂದೆ
ಮುತ್ತಬ್ಬೆ ,ಮುತ್ತಜ್ಜಿ
ಮುತ್ತರ್ ,ಮುದುಕರು; ಪೂರ್ವಿಕರು
ಮುತ್ತಾಣ್ಮ ,ಮುದುಕ ಗಂಡ
ಮುತ್ತಿಕೊಳ್ ,ಆವರಿಸು; ದಾಳಿ ಮಾಡು
ಮುತ್ತು ,ಆವರಿಸು; ದಾಳಿಮಾಡು; ನವರತ್ನಗಳಲ್ಲಿ ಒಂದು; ಆನೆಯ ಗಂಡಸ್ಥಳದ ರತ್ನ; ಚುಂಬನ
ಮುದ ,ಸಂತೋಷ
page,64
ಮುಂದಱಿ ,ಮುಂದಾಗುವುದನ್ನು ತಿಳಿ
ಮುಂದಲೆ ,ತಲೆಯ ಮುಂಭಾಗ; ಮುಂಗೂದಲು
ಮುದಶ್ರು ,ಆನಂದಬಾಷ್ಪ
ಮುಂದಿ(ತಿ))ಡು ,ಮುಂದುವರಿ; ನಿವೇದಿಸು; ಮುಂದೆ ನಿಲ್ಲು
ಮುದಿ(ತಿ)ರ್ ,ಎದುರಿನಲ್ಲಿರು; ಪ್ರಮುಖವಾಗಿರು
ಮುಂದಿಕ್ಕು ,ಮುಂದುಗಡೆ ಇರಿಸು
ಮುದಿತ ,ಸಂತಸಗೊಂಡ
ಮುದಿಪಾಱಿ ,ಮುದಿ ಸೂಳೆ
ಮುದಿರ್ ,ಸೊರಗು
ಮುದು ,ಮುಪ್ಪಾಗು
ಮುದುಕಿ ,ನುಗ್ಗು (ಅರ್ಥಸಂದಿಗ್ಧತೆಯ ಶಬ್ದ)
ಮುದುಗ(ಣ್ಗ)ಂಗಳ್ ,ಮುದುಕರು
ಮುದುಗಣ್ ,ಪಟುತ್ವ ಕಳೆದುಕೊಂಡ ಕಣ್ಣು
ಮುದುಗಣ್ತನ ,ಮುದಿತನ
ಮುದುಗಲ್ಲೆ ,ಮುದುಕಿ
ಮುಂದುಗಾಣ್ ,ದೂರಾಲೋಚಿಸು; ದಿಕ್ಕು ತೋಚು
ಮುದುಗುದುರೆ ,ಮುದಿಯಾದ ಕುದುರೆ
ಮುಂದುಗೆಯ್ ,ಮುಂದೆ ಮಾಡು; ಪ್ರಮುಖವಾಗಿಸು
ಮುದುಡು ,ಸಂಕುಚಿತಗೊಳ್ಳು
ಮುದುದೊವಲ್ ,ಹಳೆಯ ತೊಗಲು
page,65
ಮುದುಪ ,ಮುದುಕ
ಮುದುಪಾರ್ವ ,ಮುದಿ ಬ್ರಾಹ್ಮಣ
ಮುಂದುಱುವರಿ ,ಮುಂದೆ ಸಾಗು
ಮುಂದುಱುವಾಯ್ತರ್ ,ಮುಂದುವರಿದು ಬಾ
ಮುಂದುವರಿ ,ಮುಂದೆ ಹೋಗು; ಮುಂಚಿತವಾಗಿರು
ಮುದುವೇಡ ,ಮುದುಕ ಬೇಡ
ಮುದುವೊೞಲ್ ,ಮುಧೋಳ ಎಂಬ ಊರು
ಮುದ್ಗ ,ಹೆಸರುಕಾಳು
ಮುದ್ಗಚ್ಛವಿ ,"ಹೆಸರುಕಾಳಿನ ಬಣ್ಣ, ಹಸಿರು"
ಮುದ್ಗರ ,ಒಂದು ಆಯುಧ
ಮುದ್ದಂಚೆ ,ಮುದ್ದಾದ ಹಂಸ
ಮುದ್ದಾಟ ,ಮುದ್ದಿಸುವಿಕೆ
ಮುದ್ದಾಡು ,ಮುದ್ದಿಸು
ಮುದ್ದಿಕೆ(ಗೆ) ,(ಮೃದ್ವೀಕಾ) ದ್ರಾಕ್ಷಿ
ಮುದ್ದು ,ಪ್ರೀತಿ; ಸೊಗಸು; ಪ್ರೀತಿಯ ವಸ್ತು
ಮುದ್ದುಗೆಯ್ತ ,ಸರಸ
ಮುದ್ದುನುಡಿ ,ಸರಸದ ಮಾತು; ಸವಿನುಡಿ
ಮುದ್ದುಮೊಗ ,ಸುಂದರವಾದ ಮುಖ
ಮುದ್ದುವಡೆ ,ಚೆಲುವಾಗು
ಮುದ್ದುವೀಱು ,ಚೆಲುವನ್ನು ಬೀರು
page,66
ಮುದ್ರಾಂಕಿತ ,ಗುರುತುಳ್ಳದ್ದು
ಮುದ್ರಿತ ,ಮೇರೆಯಾಗುಳ್ಳ
ಮುದ್ರಿಸು ,ಮುಚ್ಚು; ಒಪ್ಪಿಗೆ ನೀಡು; ಆವರಿಸುವಂತೆ ಮಾಡು
ಮುದ್ರೆ ,ಮೊಹರು
ಮುಧಾ ,ವ್ಯರ್ಥವಾಗಿ
ಮುನಿ ,ಕೋಪಿಸಿಕೊ; ತಪಸ್ವಿ; ಸವಣ; ಸಿದ್ಧ
ಮುನಿನಿವೇದಕ ,ತಾಪಸಿಯ ಬರವನ್ನು ತಿಳಿಸುವವನು
ಮುನಿಪ ,ತಾಪಸ ಮುಖ್ಯ
ಮುನಿಯ ,ಭಾರಧ್ವಾಜ ಪಕ್ಷಿ
ಮುನಿಯಿಸು ,ಕೋಪಗೊಳ್ಳುವಂತೆ ಮಾಡು
ಮುನಿಸಂ ಮಾಡು ,ಕೋಪಿಸುವಂತೆ ಮಾಡು
ಮುನಿಸು ,ಸಿಟ್ಟು; ವೈರ
ಮುನಿಸುವ್ರತ ,(ಜೈನ) ಇಪ್ಪತ್ತನೆಯ ತೀರ್ಥಂಕರ
ಮುನೀಂಧ್ರ ,ಮುನಿಪ
ಮುನ್ ,ಮುಂಚಿನ; ಮುಂಚೆ; ಭವಿಷ್ಯದಲ್ಲಿ
ಮುನ್ನ(ಂ) ,ಮುಂಚೆ; ಮೊದಲು; ಹಿಂದೆ
ಮುನ್ನಡಿ ,ಅಡಿಯ ಮುಂಭಾಗ
ಮುನ್ನೀರ್ ,ಸಮುದ್ರ
ಮುನ್ನೀರ್ಗಂದ ,"ಮುನ್ನೀರ್+ಕಂದ, ಸಮುದ್ರದಲ್ಲಿ ಜನಿಸಿದವನು, ಚಂದ್ರ"
ಮುನ್ನುೞಿವು ,ಮುಂದಿನ ಬದುಕು
page,67
ಮುನ್ನೇಸಱ್ ,"ಸೂರ್ಯ ಉದಯಿಸುವ ಮುಂಚಿನ ಕಾಲ, ಅರುಣೋದಯ"
ಮುಂಪೇೞ್ ,ಮೊದಲೇ ಹೇಳು
ಮುಪ್ಪು ,ವೃದ್ಧಾಪ್ಯ
ಮುಪ್ಪುರಿ ,ಮೂರು ಎಳೆಗಳು; ಮೂರರ ಕೂಟ
ಮುಪ್ಪುರಿಗೂಡು ,ಒಗ್ಗೂಡಿಸು
ಮುಪ್ಪುರಿಗೊಳ್ ,"ಹೊಸೆ, ಒಂದಾಗು"
ಮುಂಬಗಲ್ ,ಬೆಳಿಗ್ಗೆ
ಮುಂಬಗೆ ,ಮೊದಲೇ ಆಲೋಚಿಸು
ಮುಂಬಟ್ಟೆ ,ಮುಂದಿನ ಹಾದಿ
ಮುಂಬದ ,ಸುರತದ್ರವ
ಮುಂಬನಿ ,"ಮೊದಲ ಹನಿ, ಮೊದಲ ಮಳೆ"
ಮುಂಬಯಣ ,ಮುಂಚಿತವಾದ ಪ್ರಯಾಣ
ಮುಂಬರಿ ,ಮುಂದುವರಿ; ವ್ಯಾಪಿಸು
ಮುಂಬರೆಯ ,ಹೊಸ ಯೌವನ
ಮುಂಬರ್ ,ಮೊದಲು ಬಾ; ಮುಂಭಾಗಕ್ಕೆ ಬಾ
ಮುಂಬಲ ,"ಸೈನ್ಯದ ಮುಂಭಾಗ, ಮುಂಚೂಣಿ"
ಮುಂಬಾಯ್ ,"ಮುನ್+ಪಾಯ್, ಮುಂದೆ ನುಗ್ಗು"
ಮುಂಬಿಡು ,"ಮುಂದಕ್ಕೆ ಬಿಡು, ಮುಂದೆ ಸರಿಸು"
ಮುಂಬು ,"ಮೊದಲು, ಆರಂಭ; ಮುನ್ಸೂಚನೆ"
ಮುಂಬುಗಳೆ ,"ಮುಂಬು+ಕಳೆ, ಮುಂದಾಗುವುದನ್ನು ಅಲಕ್ಷಿಸು"
page,68
ಮುಂಬುಗೊಳ್ ,"ಮುಂಬು+ಕೊಳ್, ಮುಂದೆ ಹಬ್ಬು"
ಮುಮುಕ್ಷು,ಮೋಕ್ಷಾಪೇಕ್ಷಿ
ಮುಮುಕ್ಷುವೃತ್ತಿ ,ತಾಪಸ ಕ್ರಮ
ಮುಮೂರ್ಷು ,ಸಾಯಲಿಚ್ಛಿಸುವವನು; ಸಾಯಲಿರುವವನು
ಮುಮ್ಮಳಿಸು ,ಮುಂದಕ್ಕೆ ನುಗ್ಗು
ಮುಮ್ಮೞಿ ,"ಮಣ್ಮೞಿ, ಭಯಂಕರ ಸಾವು"
ಮುಮ್ಮುರಿ ,ಕಾದ ಮರಳು
ಮುಮ್ಮುರಿಗಾಯ್ ,ಕಾದ ಮರಳಿನಂತೆ ತುಂಬ ಬಿಸಿಯಾಗು
ಮುಮ್ಮುರಿಗೊಳ್ ,ಮುಮ್ಮುರಿಗಾಯ್
ಮುಯ್ ,ಉಡುಗೊರೆ; ಪ್ರತೀಕಾರ
ಮುಯ್ಪ(ಯ್ವ)ಂ ನೋಡಿ ,ಸಾಮರ್ಥ್ಯ ಅರಿತುಕೊ; ಗರ್ವಿಸು; ಭುಜ ತಟ್ಟಿಕೊ; ಹರ್ಷಪಡು
ಮುಯ್ಪ(ಯ್ವ)ಂ ನೋಡಿಸು ,ಹೆಮ್ಮೆಪಡಿಸು
ಮುಯ್ಯಡಿ ,ಮೂರು ಅಡಿ
ಮುಯ್ಯಾನ್ ,ಗರ್ವಿಸು; ಪ್ರತೀಕಾರ ಮಾಡು; ಸ್ಪರ್ಧಿಸು
ಮುಯ್ಯೀರಡಿ ,"ಮೂರೆರಡು ಅಂದರೆ ಆರು ಕಾಲುಗಳುಳ್ಳದ್ದು, ದುಂಬಿ"
ಮುಯ್ಯೇೞ್ ,"ಮೂರು ಬಾರಿ ಏಳಬೇಳು ಮೂರಲ, ಇಪ್ಪತ್ತೊಂದು"
ಮುಯ್ವು ,"ಮುಯ್ಯಿ, ಪ್ರತಿನಿರ್ಯಾತ"
ಮುಯ್ವು(ಯ್ಪು) ,"ಹೆಗಲು, ಭುಜ"
ಮುಯ್ವೊನೆ ,ಭುಜದ ತುದಿ
ಮುರಜ ,ಮದ್ದಳೆ
page,69
ಮುರಜಕೇತನ ,ಮೃದಂಗದ ಚಿಹ್ನೆಯುಳ್ಳ ಬಾವುಟ
ಮುರಜಬಂಧ(ಕ) ,ಒಂದು ಬಗೆಯ ಚಿತ್ರಕವಿತ್ವ; ಮೃದಂಗದ ಆಕಾರದಲ್ಲಿ ಪದ್ಯ ಬರೆಯುವುದು
ಮುರಿ ,ಬಾಗು; ಹೊರಳು; ಹೊಸೆ; ಹಿಂದಿರುಗು
ಮುರಿಗೇಶ ,"ಮುರಿ+ಕೇಶ, ಗುಂಗುರು ಕೂದಲು"
ಮುರಿಪು ,ಬಗ್ಗಿಸು; ಹಿಂಜರಿತ
ಮುರುಂಟು ,ಮುರುಟಿಹೋಗು; ಡೊಂಕಾಗು; ಉರಿಯಿಸು; ಬಾಡಿಹೋಗು
ಮುರುಡ ,ಒರಟ
ಮುರುಡು ,ಡೊಂಕಾಗು; ಬಿದಿರ ಹಿಂಡಲು
ಮುರುಡು ,ಸಸಿ (ಅರ್ಥಸಂದಿಗ್ಧತೆಯ ಶಬ್ದ)
ಮುರುವು ,ದನಗಳಿಗಿಡುವ ಮುಸುರೆ
ಮುರ್ಧಾಭಿಷಿಕ್ತ ,ನೆತ್ತಿಯ ಮೇಲೆ ವಿಧಿವತ್ತಾಗಿ ಅಭಿಷೇಕಗೊಂಡ ರಾಜ
ಮುಱಿ ,ಕತ್ತರಿಸು; ತುಂಡಾಗು; ತುಂಡು
ಮುಱಿಗಣ್ ,ಗಿಡದ ಗೆಣ್ಣು
ಮುಱಿವು ,ಸಂಕೋಚ
ಮುಱುಕ ,ಒಯ್ಯಾರ
ಮುಱುಕು(ಕ) ,ಬದಲಾವಣೆ; ವಕ್ರತೆ; ಸೆಟೆಯುವಿಕೆ; ಮುಖ ವಿಕಾರಮಾಡು
ಮುಷ್ಟಿ ,ಹಿಡಿ; (ಅಸ್ತ್ರದ) ಮಂತ್ರ ಪ್ರಯೋಗ ಕ್ರಮ
ಮುಷ್ಟಿಗ್ರಾಹ್ಯ ,ಹಿಡಿಯಲ್ಲಿ ಅಡಗಿಸಬಹುದಾದ
ಮುಷ್ಟಿಘಾತ ,ಮುಷ್ಟಿಯ ಹೊಡೆತ
ಮುಸಲ ,ಒನಕೆ; ಒಂದು ಆಯುಧ; ಗದೆ
page,70
ಮುಸಲಪಾಣಿ ,ಬಲರಾಮ
ಮುಸಲಾಯುಧ ,ಗದೆ; ಒಬ್ಬ ರಾಕ್ಷಸ
ಮುಸು ,"ಕಪ್ಪುಮುಖದ ಕೋತಿ, ಗೋಲಾಂಗೂಲ"
ಮುಸು(ಂ)ಕು ,ಹೊದೆಸು; ಆವರಿಸು; ವ್ಯಾಪಿಸು; ಹೊದಿಕೆ; ಪರದೆ
ಮುಸುಂಡಿ ,ಒಂದು ಬಗೆಯ ಆಯುಧ
ಮುಸುಂಬು ,"ಮುಸುಡು, ಮೂತಿ"
ಮುಸುಂಬು , (ಅರ್ಥಸಂದಿಗ್ಧತೆಯ ಶಬ್ದ)
ಮುಸುಮೊಗ ,"ಕೋತಿಯ ಮುಖ, ವಿಕಾರ ಮುಖ"
ಮುಸುಱು ,ಮುಸುಕು; ಆವರಿಸು; ಗುಂಪಾಗು
ಮುಹ(ಹು)ಡ ,ಕುಸ್ತಿಯ ಒಂದು ಪಟ್ಟು
ಮುಹುಃ ,ಪುನಃ
